Student ID,Courses
7075522,HarvardX/CS50x/2012
4166861,HarvardX/PH278x/2013_Spring
3006476,HarvardX/CS50x/2012
2887183,HarvardX/CS50x/2012
3501052,HarvardX/CB22x/2013_Spring,HarvardX/ER22x/2013_Spring
3977052,HarvardX/CS50x/2012
3112895,HarvardX/PH207x/2012_Fall
3672039,HarvardX/PH278x/2013_Spring
5371648,HarvardX/CS50x/2012
4714798,HarvardX/SPU27x/2013_Oct
9459898,HarvardX/PH207x/2012_Fall
8275892,HarvardX/CS50x/2012
7868531,HarvardX/CB22x/2013_Spring
1185074,HarvardX/PH207x/2012_Fall
4080996,HarvardX/CB22x/2013_Spring,HarvardX/CS50x/2012
9325404,HarvardX/CS50x/2012
7252240,HarvardX/CS50x/2012
4632673,HarvardX/CS50x/2012
2914477,HarvardX/CB22x/2013_Spring
3569067,HarvardX/ER22x/2013_Spring
7679132,HarvardX/CS50x/2012,HarvardX/PH207x/2012_Fall
9895261,HarvardX/CB22x/2013_Spring,HarvardX/CS50x/2012
16389,HarvardX/CS50x/2012
9310559,HarvardX/ER22x/2013_Spring
6118365,HarvardX/CS50x/2012
4437919,HarvardX/ER22x/2013_Spring
3144855,HarvardX/ER22x/2013_Spring
672878,HarvardX/ER22x/2013_Spring
8591158,HarvardX/PH207x/2012_Fall
5649838,HarvardX/CS50x/2012
9255671,HarvardX/PH207x/2012_Fall
3901840,HarvardX/PH207x/2012_Fall
6292648,HarvardX/CB22x/2013_Spring
7000430,HarvardX/PH207x/2012_Fall
2132227,HarvardX/CS50x/2012
5640386,HarvardX/PH278x/2013_Spring
5358553,HarvardX/ER22x/2013_Spring
7404522,HarvardX/PH278x/2013_Spring
2977562,HarvardX/PH207x/2012_Fall
7087118,HarvardX/PH278x/2013_Spring
1998562,HarvardX/CS50x/2012,HarvardX/PH207x/2012_Fall
4996479,HarvardX/CB22x/2013_Spring,HarvardX/ER22x/2013_Spring
4206854,HarvardX/CS50x/2012
846572,HarvardX/ER22x/2013_Spring
5763924,HarvardX/CS50x/2012
3302500,HarvardX/CS50x/2012
6588346,HarvardX/CS50x/2012
5500220,HarvardX/CS50x/2012
189436,HarvardX/CS50x/2012
5570686,HarvardX/CB22x/2013_Spring,HarvardX/ER22x/2013_Spring,HarvardX/PH278x/2013_Spring
7988571,HarvardX/CB22x/2013_Spring
2036083,HarvardX/CS50x/2012
7907521,HarvardX/CS50x/2012
1276520,HarvardX/CB22x/2013_Spring
9116764,HarvardX/PH201x/2013_SOND,HarvardX/PH207x/2012_Fall,HarvardX/SPU27x/2013_Oct
9858605,HarvardX/CS50x/2012,HarvardX/ER22x/2013_Spring
6665679,HarvardX/CS50x/2012
210579,HarvardX/PH207x/2012_Fall
9732250,HarvardX/CS50x/2012
5713625,HarvardX/CS50x/2012
1694663,HarvardX/CB22x/2013_Spring
9983172,HarvardX/PH207x/2012_Fall
9499076,HarvardX/PH207x/2012_Fall
8007370,HarvardX/CS50x/2012
4058501,HarvardX/CS50x/2012
3431503,HarvardX/CS50x/2012
4265664,HarvardX/ER22x/2013_Spring
4457409,HarvardX/CB22x/2013_Spring
3770429,HarvardX/CS50x/2012
1822097,HarvardX/CS50x/2012,HarvardX/PH207x/2012_Fall
4966738,HarvardX/PH207x/2012_Fall
1847094,HarvardX/CS50x/2012
9095023,HarvardX/CB22x/2013_Spring
1847096,HarvardX/ER22x/2013_Spring
2096412,HarvardX/PH278x/2013_Spring
6466831,HarvardX/CS50x/2012,HarvardX/PH207x/2012_Fall
9747761,HarvardX/ER22x/2013_Spring
3602008,HarvardX/PH207x/2012_Fall
6966692,HarvardX/CS50x/2012
6194879,HarvardX/CS50x/2012
9707846,HarvardX/CS50x/2012
1153366,HarvardX/CS50x/2012
2462608,HarvardX/CB22x/2013_Spring
7455684,HarvardX/CS50x/2012
1952717,HarvardX/HLS1xB/Copyright
6261840,HarvardX/PH278x/2013_Spring
3165791,HarvardX/PH207x/2012_Fall
6870222,HarvardX/CB22x/2013_Spring
7213555,HarvardX/CS50x/2012
7255688,HarvardX/CS50x/2012
676394,HarvardX/PH278x/2013_Spring
601674,HarvardX/CS50x/2012
7213559,HarvardX/ER22x/2013_Spring
7874319,HarvardX/CS50x/2012
9941143,HarvardX/CS50x/2012
9614167,HarvardX/CS50x/2012
6649459,HarvardX/CS50x/2012,HarvardX/CS50x/2012
9632594,HarvardX/CB22x/2013_Spring
6197427,HarvardX/PH207x/2012_Fall
9094999,HarvardX/PH207x/2012_Fall
7049027,HarvardX/CS50x/2012
8514705,HarvardX/CB22x/2013_Spring
5732324,HarvardX/CS50x/2012
1382043,HarvardX/PH278x/2013_Spring
269147,HarvardX/CB22x/2013_Spring
7784735,HarvardX/CS50x/2012
5549857,HarvardX/ER22x/2013_Spring,HarvardX/SPU27x/2013_Oct
4485416,HarvardX/CS50x/2012
3443331,HarvardX/PH278x/2013_Spring
736886,HarvardX/CB22x/2013_Spring
4262365,HarvardX/CS50x/2012
6268520,HarvardX/CS50x/2012
7027437,HarvardX/CS50x/2012
7581689,HarvardX/CB22x/2013_Spring
7931314,HarvardX/CS50x/2012
8183910,HarvardX/CS50x/2012
2112631,HarvardX/CB22x/2013_Spring,HarvardX/ER22x/2013_Spring,HarvardX/SPU27x/2013_Oct
1184878,HarvardX/CS50x/2012
7540210,HarvardX/CS50x/2012
5103222,HarvardX/CS50x/2012
571195,HarvardX/SPU27x/2013_Oct
2646642,HarvardX/CS50x/2012
4229300,HarvardX/ER22x/2013_Spring
2262498,HarvardX/SPU27x/2013_Oct
845002,HarvardX/CS50x/2012
538833,HarvardX/CS50x/2012
4308212,HarvardX/CS50x/2012
708254,HarvardX/CS50x/2012
8801483,HarvardX/SPU27x/2013_Oct
3281251,HarvardX/CS50x/2012
9077249,HarvardX/PH207x/2012_Fall
8379137,HarvardX/CS50x/2012
7036802,HarvardX/CS50x/2012
8831,HarvardX/CS50x/2012
9366650,HarvardX/PH207x/2012_Fall,HarvardX/PH278x/2013_Spring
6226453,HarvardX/PH207x/2012_Fall
1965282,HarvardX/CS50x/2012,HarvardX/PH278x/2013_Spring
5822789,HarvardX/ER22x/2013_Spring,HarvardX/PH278x/2013_Spring
3555542,HarvardX/CS50x/2012
4548262,HarvardX/PH207x/2012_Fall
5641523,HarvardX/GSE1x/2014_JFMA
9805409,HarvardX/CS50x/2012
6986725,HarvardX/PH207x/2012_Fall
6880230,HarvardX/CS50x/2012
8626402,HarvardX/ER22x/2013_Spring
8330311,HarvardX/CS50x/2012
3131827,HarvardX/PH207x/2012_Fall
893302,HarvardX/CS50x/2012
3326740,HarvardX/SPU27x/2013_Oct
4817083,HarvardX/ER22x/2013_Spring
26809,HarvardX/CS50x/2012
5944353,HarvardX/CB22x/2013_Spring,HarvardX/PH278x/2013_Spring
9364720,HarvardX/ER22x/2013_Spring
8369760,HarvardX/PH278x/2013_Spring
982259,HarvardX/CS50x/2012
9489376,HarvardX/SPU27x/2013_Oct
1329476,HarvardX/ER22x/2013_Spring
3732130,HarvardX/CS50x/2012
5594254,HarvardX/CS50x/2012
5764115,HarvardX/CS50x/2012
5012709,HarvardX/SPU27x/2013_Oct
6694345,HarvardX/CS50x/2012,HarvardX/PH207x/2012_Fall,HarvardX/CS50x/2012
7885091,HarvardX/HSPH-HMS214x/2013_SOND,HarvardX/PH278x/2013_Spring
1198948,HarvardX/SPU27x/2013_Oct
1680080,HarvardX/PH207x/2012_Fall
9832418,HarvardX/ER22x/2013_Spring,HarvardX/PH278x/2013_Spring
3867011,HarvardX/CS50x/2012
1279961,HarvardX/CS50x/2012
7536951,HarvardX/CS50x/2012
3192202,HarvardX/ER22x/2013_Spring
2298576,HarvardX/CS50x/2012
2049845,HarvardX/CS50x/2012
9952957,HarvardX/CB22x/2013_Spring,HarvardX/CS50x/2012,HarvardX/ER22x/2013_Spring,HarvardX/PH278x/2013_Spring
9952958,HarvardX/PH207x/2012_Fall
158979,HarvardX/CS50x/2012
5231028,HarvardX/CS50x/2012
584842,HarvardX/CS50x/2012
2361697,HarvardX/CB22x/2013_Spring
6059311,HarvardX/CS50x/2012
8920895,HarvardX/SPU27x/2013_Oct
4933486,HarvardX/ER22x/2013_Spring
7566591,HarvardX/SW12x/2013_SOND
4531653,HarvardX/CS50x/2012
4650285,HarvardX/CS50x/2012
8570345,HarvardX/CS50x/2012
3997243,HarvardX/PH278x/2013_Spring
7382714,HarvardX/PH207x/2012_Fall
8175563,HarvardX/CS50x/2012
8596595,HarvardX/SPU27x/2013_Oct
989209,HarvardX/CS50x/2012
1986706,HarvardX/CS50x/2012
5212337,HarvardX/PH207x/2012_Fall
9229020,HarvardX/PH278x/2013_Spring
615102,HarvardX/CS50x/2012
615101,HarvardX/CS50x/2012
1139285,HarvardX/PH207x/2012_Fall
7119014,HarvardX/CB22x/2013_Spring
8898850,HarvardX/PH207x/2012_Fall
4498121,HarvardX/PH278x/2013_Spring
9937086,HarvardX/ER22x/2013_Spring
3795081,HarvardX/CS50x/2012
4775290,HarvardX/MCB80.1x/2013_SOND,HarvardX/MCB80.1x/2013_SOND
4989886,HarvardX/SW12x/2013_SOND
1262187,HarvardX/ER22x/2013_Spring
910007,HarvardX/CB22x/2013_Spring
1039607,HarvardX/CS50x/2012
66185,HarvardX/CS50x/2012
1078076,HarvardX/CS50x/2012
3855991,HarvardX/CS50x/2012
708763,HarvardX/CB22x/2013_Spring
5021109,HarvardX/CS50x/2012
9908007,HarvardX/CS50x/2012
2278125,HarvardX/PH207x/2012_Fall
6436459,HarvardX/ER22x/2013_Spring
4152246,HarvardX/AI12.1x/2013_SOND,HarvardX/GSE1x/2014_JFMA,HarvardX/PH201x/2013_SOND
5082149,HarvardX/CB22x/2013_Spring,HarvardX/ER22x/2013_Spring
680,HarvardX/ER22x/2013_Spring
2797898,HarvardX/ER22x/2013_Spring
4942709,HarvardX/GSE1x/2014_JFMA,HarvardX/HSPH-HMS214x/2013_SOND,HarvardX/SPU27x/2013_Oct
2683265,HarvardX/PH207x/2012_Fall
7246677,HarvardX/ER22x/2013_Spring
5075111,HarvardX/CS50x/2012
6831331,HarvardX/PH207x/2012_Fall
848371,HarvardX/CS50x/2012
2528766,HarvardX/PH207x/2012_Fall
924389,HarvardX/PH278x/2013_Spring
6875306,HarvardX/PH207x/2012_Fall,HarvardX/PH278x/2013_Spring
3433373,HarvardX/CS50x/2012
5461482,HarvardX/CS50x/2012
3952418,HarvardX/PH201x/2013_SOND,HarvardX/PH278x/2013_Spring
4397073,HarvardX/CB22x/2013_Spring
3992997,HarvardX/PH278x/2013_Spring
1812154,HarvardX/CS50x/2012
4344903,HarvardX/CS50x/2012
6626819,HarvardX/CS50x/2012,HarvardX/PH207x/2012_Fall
299839,HarvardX/PH207x/2012_Fall
3219525,HarvardX/PH278x/2013_Spring
2350561,HarvardX/CS50x/2012
4932682,HarvardX/CS50x/2012,HarvardX/ER22x/2013_Spring,HarvardX/PH207x/2012_Fall
4990083,HarvardX/PH278x/2013_Spring
5487101,HarvardX/CS50x/2012
2438136,HarvardX/PH207x/2012_Fall
3009518,HarvardX/CS50x/2012
5359839,HarvardX/CS50x/2012
9485490,HarvardX/SPU27x/2013_Oct
5002182,HarvardX/CS50x/2012
2850703,HarvardX/PH207x/2012_Fall
3361265,HarvardX/CS50x/2012
3361266,HarvardX/ER22x/2013_Spring
7963605,HarvardX/CS50x/2012,HarvardX/PH278x/2013_Spring
3529451,HarvardX/PH278x/2013_Spring
978101,HarvardX/CS50x/2012
3966659,HarvardX/CS50x/2012
6764657,HarvardX/CS50x/2012
8070812,HarvardX/CB22x/2013_Spring,HarvardX/ER22x/2013_Spring,HarvardX/PH278x/2013_Spring,HarvardX/SPU27x/2013_Oct
9154857,HarvardX/PH278x/2013_Spring
6026944,HarvardX/CS50x/2012
3911003,HarvardX/ER22x/2013_Spring
9488655,HarvardX/CS50x/2012
3468718,HarvardX/CS50x/2012
5952469,HarvardX/ER22x/2013_Spring,HarvardX/PH278x/2013_Spring
4307306,HarvardX/CS50x/2012
5604443,HarvardX/ER22x/2013_Spring
5749664,HarvardX/CS50x/2012
2399231,HarvardX/PH278x/2013_Spring
5884220,HarvardX/CS50x/2012
1429163,HarvardX/CB22x/2013_Spring
9890551,HarvardX/SPU27x/2013_Oct
6407350,HarvardX/CS50x/2012
5673695,HarvardX/CS50x/2012
5569714,HarvardX/CS50x/2012
5326661,HarvardX/ER22x/2013_Spring
6647625,HarvardX/CS50x/2012
3475310,HarvardX/CB22x/2013_Spring
3235575,HarvardX/PH207x/2012_Fall
9781184,HarvardX/CS50x/2012
1681061,HarvardX/ER22x/2013_Spring,HarvardX/PH278x/2013_Spring
3855335,HarvardX/CS50x/2012
8284582,HarvardX/ER22x/2013_Spring,HarvardX/GSE1x/2014_JFMA
2281573,HarvardX/CS50x/2012
6745305,HarvardX/CS50x/2012,HarvardX/PH278x/2013_Spring
9235667,HarvardX/PH207x/2012_Fall
3403944,HarvardX/HSPH-HMS214x/2013_SOND,HarvardX/PH207x/2012_Fall
8612013,HarvardX/ER22x/2013_Spring
7529470,HarvardX/CS50x/2012
9749080,HarvardX/CS50x/2012
5565842,HarvardX/CS50x/2012
3227543,HarvardX/CS50x/2012
8938968,HarvardX/PH207x/2012_Fall
4478333,HarvardX/CS50x/2012,HarvardX/PH278x/2013_Spring
2409682,HarvardX/CS50x/2012
4888044,HarvardX/CS50x/2012
1452031,HarvardX/CS50x/2012
6769583,HarvardX/CS50x/2012
4539334,HarvardX/CS50x/2012
2215479,HarvardX/ER22x/2013_Spring
1353501,HarvardX/PH278x/2013_Spring
2925968,HarvardX/PH207x/2012_Fall,HarvardX/PH278x/2013_Spring
5694605,HarvardX/CS50x/2012
9314799,HarvardX/PH278x/2013_Spring
8467426,HarvardX/CB22x/2013_Spring
4479067,HarvardX/ER22x/2013_Spring,HarvardX/SPU27x/2013_Oct
2310320,HarvardX/PH207x/2012_Fall
6399883,HarvardX/HDS1544.1x/2013_SOND
4246391,HarvardX/CB22x/2013_Spring
4553832,HarvardX/CS50x/2012
8654238,HarvardX/CS50x/2012
4599760,HarvardX/SPU27x/2013_Oct
7814856,HarvardX/ER22x/2013_Spring
5596107,HarvardX/PH207x/2012_Fall
6941304,HarvardX/PH278x/2013_Spring
2343046,HarvardX/PH278x/2013_Spring
3139487,HarvardX/PH278x/2013_Spring
3078608,HarvardX/SPU27x/2013_Oct
7284808,HarvardX/PH207x/2012_Fall
9196193,HarvardX/CS50x/2012
3663760,HarvardX/PH207x/2012_Fall
1549007,HarvardX/CS50x/2012
6568402,HarvardX/PH207x/2012_Fall
9013564,HarvardX/CB22x/2013_Spring
2959143,HarvardX/PH207x/2012_Fall
2959145,HarvardX/PH207x/2012_Fall,HarvardX/PH278x/2013_Spring,HarvardX/SPU27x/2013_Oct
5686633,HarvardX/CS50x/2012
2195230,HarvardX/CS50x/2012
4997440,HarvardX/CS50x/2012
8242684,HarvardX/CS50x/2012
9009102,HarvardX/PH278x/2013_Spring
9317679,HarvardX/CS50x/2012,HarvardX/PH207x/2012_Fall,HarvardX/SPU27x/2013_Oct
1250528,HarvardX/CS50x/2012
1143076,HarvardX/CS50x/2012
5261871,HarvardX/ER22x/2013_Spring
2431412,HarvardX/CB22x/2013_Spring
5981915,HarvardX/SPU27x/2013_Oct
3591002,HarvardX/PH278x/2013_Spring
7280361,HarvardX/PH207x/2012_Fall
9731722,HarvardX/CS50x/2012
6692931,HarvardX/CB22x/2013_Spring
7280364,HarvardX/ER22x/2013_Spring,HarvardX/GSE1x/2014_JFMA
298013,HarvardX/CB22x/2013_Spring
9259196,HarvardX/SPU27x/2013_Oct
2356571,HarvardX/MCB80.1x/2013_SOND
7554757,HarvardX/PH207x/2012_Fall
99983,HarvardX/CS50x/2012,HarvardX/CS50x/2012
550267,HarvardX/CS50x/2012,HarvardX/PH207x/2012_Fall
9964240,HarvardX/CS50x/2012
8958497,HarvardX/CB22x/2013_Spring,HarvardX/CS50x/2012,HarvardX/PH278x/2013_Spring
3020248,HarvardX/PH207x/2012_Fall
7411351,HarvardX/PH207x/2012_Fall
9205094,HarvardX/CS50x/2012
7443274,HarvardX/SPU27x/2013_Oct
1069832,HarvardX/CS50x/2012
1422155,HarvardX/CS50x/2012
32006,HarvardX/CS50x/2012
6679730,HarvardX/CS50x/2012
7908840,HarvardX/CS50x/2012
2156545,HarvardX/PH278x/2013_Spring,HarvardX/SPU27x/2013_Oct
8973089,HarvardX/CS50x/2012
9468808,HarvardX/CS50x/2012
7365891,HarvardX/SPU27x/2013_Oct
9897584,HarvardX/CS50x/2012
1666677,HarvardX/SPU27x/2013_Oct
5825184,HarvardX/CS50x/2012
6407002,HarvardX/CS50x/2012,HarvardX/PH278x/2013_Spring
8245482,HarvardX/CS50x/2012
9152450,HarvardX/CB22x/2013_Spring
4027216,HarvardX/ER22x/2013_Spring
6791820,HarvardX/MCB80.1x/2013_SOND
4781205,HarvardX/CB22x/2013_Spring
1059033,HarvardX/ER22x/2013_Spring
1750137,HarvardX/PH207x/2012_Fall
1227753,HarvardX/SW12x/2013_SOND
2735550,HarvardX/CS50x/2012
9298768,HarvardX/PH207x/2012_Fall
5560632,HarvardX/PH207x/2012_Fall
3220533,HarvardX/CS50x/2012,HarvardX/ER22x/2013_Spring,HarvardX/PH207x/2012_Fall
1563050,HarvardX/PH207x/2012_Fall
4732844,HarvardX/CS50x/2012
2246681,HarvardX/CS50x/2012
9234885,HarvardX/PH207x/2012_Fall
6825409,HarvardX/CS50x/2012
4685734,HarvardX/ER22x/2013_Spring
9708526,HarvardX/CB22x/2013_Spring
6898821,HarvardX/CS50x/2012
2940334,HarvardX/ER22x/2013_Spring
7031419,HarvardX/SW12x/2013_SOND
3118477,HarvardX/PH207x/2012_Fall
1156167,HarvardX/CS50x/2012
1298624,HarvardX/CS50x/2012
5969749,HarvardX/PH207x/2012_Fall
2835573,HarvardX/CB22x/2013_Spring
2656422,HarvardX/CB22x/2013_Spring
8128263,HarvardX/CS50x/2012
2263960,HarvardX/CS50x/2012
3223502,HarvardX/CS50x/2012
2110647,HarvardX/CB22x/2013_Spring
84116,HarvardX/ER22x/2013_Spring
2875900,HarvardX/CS50x/2012
5564828,HarvardX/CS50x/2012
2904876,HarvardX/ER22x/2013_Spring,HarvardX/SPU27x/2013_Oct
1732050,HarvardX/PH207x/2012_Fall
153832,HarvardX/PH207x/2012_Fall
1732055,HarvardX/PH207x/2012_Fall,HarvardX/PH278x/2013_Spring
6674746,HarvardX/CS50x/2012
9402689,HarvardX/ER22x/2013_Spring
3989668,HarvardX/CS50x/2012
7815458,HarvardX/CS50x/2012
6448204,HarvardX/CS50x/2012
5207320,HarvardX/CS50x/2012
1939829,HarvardX/CS50x/2012
4905413,HarvardX/CS50x/2012
8860458,HarvardX/CS50x/2012
418971,HarvardX/CS50x/2012
2102215,HarvardX/PH207x/2012_Fall
3992608,HarvardX/PH207x/2012_Fall
480081,HarvardX/CS50x/2012
7560975,HarvardX/CS50x/2012
4245574,HarvardX/CS50x/2012
2759170,HarvardX/CS50x/2012
1758508,HarvardX/ER22x/2013_Spring
3857206,HarvardX/CS50x/2012
7340390,HarvardX/SPU27x/2013_Oct
7407803,HarvardX/CS50x/2012
2852094,HarvardX/SPU27x/2013_Oct
1924912,HarvardX/CS50x/2012
553426,HarvardX/PH278x/2013_Spring
6802746,HarvardX/SW12x/2013_SOND
8984191,HarvardX/PH207x/2012_Fall
9574418,HarvardX/ER22x/2013_Spring
9389837,HarvardX/PH278x/2013_Spring
2811543,HarvardX/CB22x/2013_Spring,HarvardX/CS50x/2012,HarvardX/ER22x/2013_Spring,HarvardX/PH207x/2012_Fall,HarvardX/PH278x/2013_Spring
222776,HarvardX/CS50x/2012
9091049,HarvardX/CS50x/2012
6327393,HarvardX/PH207x/2012_Fall
7792173,HarvardX/CS50x/2012
1187086,HarvardX/PH278x/2013_Spring
9587338,HarvardX/PH278x/2013_Spring
5706024,HarvardX/CS50x/2012
1899783,HarvardX/CS50x/2012
4037707,HarvardX/PH207x/2012_Fall
9587335,HarvardX/CS50x/2012
5630584,HarvardX/SPU27x/2013_Oct
2258126,HarvardX/CS50x/2012,HarvardX/ER22x/2013_Spring
8292110,HarvardX/SPU27x/2013_Oct
2925093,HarvardX/ER22x/2013_Spring
2618364,HarvardX/CS50x/2012
1891312,HarvardX/PH207x/2012_Fall
2719352,HarvardX/CS50x/2012
7937470,HarvardX/ER22x/2013_Spring
1742396,HarvardX/CS50x/2012
1363655,HarvardX/PH278x/2013_Spring
898179,HarvardX/CS50x/2012,HarvardX/ER22x/2013_Spring
4620596,HarvardX/SPU27x/2013_Oct
4789881,HarvardX/PH207x/2012_Fall
6071912,HarvardX/PH207x/2012_Fall
6226376,HarvardX/CS50x/2012
2087672,HarvardX/CS50x/2012
7309884,HarvardX/ER22x/2013_Spring
3967061,HarvardX/CS50x/2012
2179911,HarvardX/CS50x/2012
779712,HarvardX/CS50x/2012
8027577,HarvardX/PH278x/2013_Spring
2624061,HarvardX/GSE1x/2014_JFMA,HarvardX/HSPH-HMS214x/2013_SOND,HarvardX/PH201x/2013_SOND,HarvardX/PH207x/2012_Fall,HarvardX/PH278x/2013_Spring,HarvardX/SPU27x/2013_Oct
5756774,HarvardX/CS50x/2012
4973891,HarvardX/CS50x/2012
4821323,HarvardX/PH278x/2013_Spring
6973316,HarvardX/CS50x/2012
5288568,HarvardX/ER22x/2013_Spring
4175628,HarvardX/ER22x/2013_Spring
5538804,HarvardX/CS50x/2012
5531331,HarvardX/CS50x/2012,HarvardX/PH278x/2013_Spring
8696564,HarvardX/ER22x/2013_Spring
2481323,HarvardX/CS50x/2012
2936328,HarvardX/PH207x/2012_Fall
4398309,HarvardX/CS50x/2012
294023,HarvardX/CS50x/2012
294022,HarvardX/ER22x/2013_Spring
3068452,HarvardX/PH207x/2012_Fall
7118161,HarvardX/CS50x/2012,HarvardX/PH278x/2013_Spring
1393095,HarvardX/PH278x/2013_Spring
8157657,HarvardX/CS50x/2012
5990142,HarvardX/CS50x/2012
6590457,HarvardX/PH278x/2013_Spring
6835827,HarvardX/ER22x/2013_Spring,HarvardX/PH278x/2013_Spring
7550188,HarvardX/PH278x/2013_Spring
7358211,HarvardX/ER22x/2013_Spring
5086121,HarvardX/CB22x/2013_Spring
8933440,HarvardX/PH207x/2012_Fall
2087253,HarvardX/CS50x/2012
2447027,HarvardX/CS50x/2012
2632287,HarvardX/CS50x/2012
668042,HarvardX/ER22x/2013_Spring
6275121,HarvardX/CS50x/2012
9629686,HarvardX/ER22x/2013_Spring
7115189,HarvardX/CS50x/2012
4351595,HarvardX/ER22x/2013_Spring,HarvardX/PH278x/2013_Spring
1727288,HarvardX/PH278x/2013_Spring
1926095,HarvardX/CS50x/2012
9767776,HarvardX/GSE1x/2014_JFMA
1692546,HarvardX/HSPH-HMS214x/2013_SOND,HarvardX/MCB80.1x/2013_SOND
4836892,HarvardX/SPU27x/2013_Oct
3612181,HarvardX/CS50x/2012
892533,HarvardX/CB22x/2013_Spring
981908,HarvardX/ER22x/2013_Spring
4664054,HarvardX/CS50x/2012
6775785,HarvardX/ER22x/2013_Spring
3431681,HarvardX/PH278x/2013_Spring
4928899,HarvardX/CS50x/2012
6366949,HarvardX/CS50x/2012
8059114,HarvardX/PH201x/2013_SOND,HarvardX/PH278x/2013_Spring
1192367,HarvardX/ER22x/2013_Spring
9374266,HarvardX/PH201x/2013_SOND
9982125,HarvardX/PH207x/2012_Fall
3993559,HarvardX/PH278x/2013_Spring
3067330,HarvardX/PH278x/2013_Spring
6360861,HarvardX/SW12x/2013_SOND
4412281,HarvardX/CS50x/2012,HarvardX/ER22x/2013_Spring
6668207,HarvardX/CS50x/2012
9796074,HarvardX/CS50x/2012
5342849,HarvardX/CS50x/2012
4465284,HarvardX/CS50x/2012
6294705,HarvardX/CS50x/2012
1405574,HarvardX/CS50x/2012
6125656,HarvardX/CS50x/2012
8864101,HarvardX/ER22x/2013_Spring,HarvardX/HDS1544.1x/2013_SOND,HarvardX/HSPH-HMS214x/2013_SOND,HarvardX/PH201x/2013_SOND,HarvardX/PH207x/2012_Fall,HarvardX/PH278x/2013_Spring
9087628,HarvardX/PH207x/2012_Fall
1145565,HarvardX/ER22x/2013_Spring
8782690,HarvardX/ER22x/2013_Spring
9054112,HarvardX/CS50x/2012
7651053,HarvardX/ER22x/2013_Spring
6587505,HarvardX/SPU27x/2013_Oct
8098657,HarvardX/PH207x/2012_Fall
2716558,HarvardX/CS50x/2012
9508950,HarvardX/CB22x/2013_Spring
6087571,HarvardX/PH278x/2013_Spring,HarvardX/PH278x/2013_Spring,HarvardX/PH278x/2013_Spring
5998296,HarvardX/CS50x/2012
3354447,HarvardX/PH278x/2013_Spring
6949511,HarvardX/ER22x/2013_Spring
98487,HarvardX/ER22x/2013_Spring
9612763,HarvardX/PH207x/2012_Fall
375027,HarvardX/CS50x/2012
7795616,HarvardX/SPU27x/2013_Oct
8655476,HarvardX/CS50x/2012
5415308,HarvardX/CS50x/2012
2208670,HarvardX/CS50x/2012
4509931,HarvardX/PH278x/2013_Spring
8799801,HarvardX/AI12.1x/2013_SOND,HarvardX/CB22x/2013_Spring,HarvardX/ER22x/2013_Spring,HarvardX/SW12x/2013_SOND
1596723,HarvardX/PH278x/2013_Spring
2032303,HarvardX/ER22x/2013_Spring
1398329,HarvardX/CB22x/2013_Spring,HarvardX/ER22x/2013_Spring
592698,HarvardX/CB22x/2013_Spring,HarvardX/CS50x/2012,HarvardX/ER22x/2013_Spring,HarvardX/PH207x/2012_Fall,HarvardX/PH278x/2013_Spring
2029485,HarvardX/CB22x/2013_Spring,HarvardX/ER22x/2013_Spring
864824,HarvardX/CS50x/2012
1326138,HarvardX/CS50x/2012
9656241,HarvardX/CS50x/2012,HarvardX/SPU27x/2013_Oct
1989861,HarvardX/ER22x/2013_Spring
8247248,HarvardX/PH207x/2012_Fall
2975437,HarvardX/PH278x/2013_Spring
918345,HarvardX/CB22x/2013_Spring,HarvardX/ER22x/2013_Spring,HarvardX/PH278x/2013_Spring
7050646,HarvardX/CS50x/2012,HarvardX/SPU27x/2013_Oct
4217715,HarvardX/ER22x/2013_Spring
6112904,HarvardX/ER22x/2013_Spring
9894698,HarvardX/CB22x/2013_Spring
1209871,HarvardX/CS50x/2012
5995241,HarvardX/ER22x/2013_Spring
5064328,HarvardX/SPU27x/2013_Oct
713172,HarvardX/ER22x/2013_Spring,HarvardX/HLS1xD/Copyright
1400662,HarvardX/CS50x/2012
5554189,HarvardX/CS50x/2012
2695040,HarvardX/CB22x/2013_Spring,HarvardX/ER22x/2013_Spring
6667471,HarvardX/ER22x/2013_Spring,HarvardX/PH278x/2013_Spring
3560804,HarvardX/ER22x/2013_Spring
5843945,HarvardX/CS50x/2012
3560801,HarvardX/CS50x/2012
8325491,HarvardX/HSPH-HMS214x/2013_SOND
8110750,HarvardX/CS50x/2012
8922670,HarvardX/CS50x/2012
5876137,HarvardX/SPU27x/2013_Oct
8610180,HarvardX/ER22x/2013_Spring
4503051,HarvardX/ER22x/2013_Spring
3690168,HarvardX/CS50x/2012
8317093,HarvardX/CB22x/2013_Spring
5876130,HarvardX/PH207x/2012_Fall
6250931,HarvardX/SPU27x/2013_Oct
8317099,HarvardX/PH207x/2012_Fall
3287789,HarvardX/CS50x/2012
9711998,HarvardX/CB22x/2013_Spring
6880177,HarvardX/CB22x/2013_Spring
7237962,HarvardX/PH207x/2012_Fall
4663580,HarvardX/PH207x/2012_Fall
6056700,HarvardX/CS50x/2012
3897391,HarvardX/CB22x/2013_Spring,HarvardX/PH278x/2013_Spring
5187534,HarvardX/SPU27x/2013_Oct
1578638,HarvardX/CS50x/2012,HarvardX/PH207x/2012_Fall
5662933,HarvardX/CS50x/2012
